image_path,label
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image31_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image100_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image979_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image905_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image518_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image734_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1200_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image544_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image633_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image424_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image694_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1286_2.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image19_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1167_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image113_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image514_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1006_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image862_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image740_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image231_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1052_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image647_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image130_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1236_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image737_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image351_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image500_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1012_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image770_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1250_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image40_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image674_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image543_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image125_2.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image553_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1071_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image325_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image983_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image714_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image17_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1264_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1132_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image504_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image957_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image663_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1181_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image714_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1295_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image839_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1239_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1103_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1178_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1166_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1287_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image446_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image704_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image212_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image474_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1013_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image112_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image768_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image472_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1156_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image575_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image150_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image671_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image625_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1289_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image765_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1247_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image407_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image927_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image349_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1227_2.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1204_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1154_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image523_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1256_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1192_2.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1238_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image282_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image422_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image675_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image101_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image901_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image711_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image648_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image360_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image84_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1058_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image558_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1291_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image789_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image477_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image567_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image729_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1292_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image148_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image943_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image302_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1109_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1137_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image718_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image929_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image657_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1240_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image385_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image894_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image715_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1254_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1272_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image706_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image842_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image94_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1017_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image987_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image330_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1275_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image700_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1150_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image284_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image695_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image821_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1002_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image378_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1347_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image877_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image567_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image961_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1179_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image469_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image602_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image945_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1001_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image792_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image280_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image717_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image111_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1320_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image294_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image503_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image761_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image132_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image299_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image263_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image316_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1070_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image717_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image126_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1155_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image569_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image203_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image370_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image962_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1322_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1230_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image55_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image571_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1002_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image887_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image347_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image375_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image546_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1325_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1349_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image588_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1254_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image412_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1318_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image781_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image155_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image338_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1304_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image306_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image162_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image339_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image477_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image501_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1095_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image685_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image586_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1224_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image507_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image532_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image304_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1099_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image943_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image641_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image437_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image556_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1224_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1321_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image405_2.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image556_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1274_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1251_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image798_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image357_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image167_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image421_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1084_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1300_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image400_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image932_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image621_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image652_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image565_3.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image454_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image373_2.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1181_1.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1123_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image626_3.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image921_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image956_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1174_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image83_2.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image637_1.png,2.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image321_1.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image891_2.png,4.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image1079_3.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image448_1.png,5.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image80_2.png,3.0
/home/exouser/Public/Image-Classification-of-Fusion-Devices-/stel_images/image221_3.png,3.0
